season,batter,batting_team,balls_faced,total_runs,fours,sixes,strike_rate
2015,PV Tambe,Rajasthan Royals,5,3,0,0,60.0
2015,DJ Muthuswami,Delhi Daredevils,3,1,0,0,33.33
2015,PJ Cummins,Kolkata Knight Riders,2,0,0,0,0.0
2015,RG More,Chennai Super Kings,2,2,0,0,100.0
2015,J Theron,Rajasthan Royals,1,1,0,0,100.0
2015,MEK Hussey,Chennai Super Kings,70,77,5,3,110.0
2016,A Mishra,Delhi Daredevils,14,4,0,0,28.57
2023,MJ Santner,Chennai Super Kings,4,2,0,0,50.0
2023,DA Warner,Delhi Capitals,391,516,69,10,131.97
2023,Umran Malik,Sunrisers Hyderabad,7,13,1,1,185.71
2023,HR Shokeen,Mumbai Indians,17,23,4,0,135.29
2016,AJ Finch,Gujarat Lions,297,392,45,11,131.99
2016,A Ashish Reddy,Sunrisers Hyderabad,29,47,2,4,162.07
2016,R Bhatia,Rising Pune Supergiants,20,34,1,2,170.0
2016,M Ashwin,Rising Pune Supergiants,1,0,0,0,0.0
2017,BCJ Cutting,Sunrisers Hyderabad,26,51,5,3,196.15
2017,CH Gayle,Royal Challengers Bangalore,162,200,15,14,123.46
2017,KK Nair,Delhi Daredevils,226,281,39,6,124.34
2017,MJ McClenaghan,Mumbai Indians,15,16,0,1,106.67
2017,Swapnil Singh,Kings XI Punjab,19,12,0,0,63.16
2017,TA Boult,Kolkata Knight Riders,8,5,0,0,62.5
2018,MA Wood,Chennai Super Kings,3,1,0,0,33.33
2018,AD Russell,Kolkata Knight Riders,170,316,17,31,185.88
2018,WP Saha,Sunrisers Hyderabad,102,122,17,1,119.61
2018,Shubman Gill,Kolkata Knight Riders,139,203,22,5,146.04
2018,P Negi,Royal Challengers Bangalore,5,3,0,0,60.0
2018,Mohammed Shami,Delhi Daredevils,6,7,1,0,116.67
2018,JP Duminy,Mumbai Indians,40,36,3,1,90.0
2019,GH Vihari,Delhi Capitals,8,4,0,0,50.0
2019,SM Curran,Kings XI Punjab,55,95,13,3,172.73
2019,MP Stoinis,Royal Challengers Bangalore,156,211,14,10,135.26
2019,P Negi,Royal Challengers Bangalore,12,9,1,0,75.0
2019,AS Joseph,Mumbai Indians,13,15,2,0,115.38
2019,C Munro,Delhi Capitals,70,84,9,4,120.0
2020/21,Q de Kock,Mumbai Indians,361,506,46,22,140.17
2020/21,HH Pandya,Mumbai Indians,158,281,14,25,177.85
2020/21,SR Watson,Chennai Super Kings,247,299,33,13,121.05
2020/21,AT Rayudu,Chennai Super Kings,279,355,29,12,127.24
2020/21,SM Curran,Chennai Super Kings,141,186,12,12,131.91
2020/21,MK Pandey,Sunrisers Hyderabad,333,425,35,18,127.63
2020/21,S Gopal,Rajasthan Royals,39,37,3,0,94.87
2020/21,AS Rajpoot,Rajasthan Royals,10,9,0,1,90.0
2020/21,MM Ali,Royal Challengers Bangalore,16,12,1,0,75.0
2020/21,Arshdeep Singh,Kings XI Punjab,3,0,0,0,0.0
2020/21,Kartik Tyagi,Rajasthan Royals,6,4,0,0,66.67
2020/21,DJ Bravo,Chennai Super Kings,6,7,0,0,116.67
2020/21,CH Gayle,Kings XI Punjab,212,295,15,24,139.15
2020/21,NM Coulter-Nile,Mumbai Indians,15,25,4,0,166.67
2021,KH Pandya,Mumbai Indians,122,139,9,6,113.93
2021,N Rana,Kolkata Knight Riders,313,382,34,17,122.04
2021,Shubman Gill,Kolkata Knight Riders,401,478,50,12,119.2
2021,Rashid Khan,Sunrisers Hyderabad,66,78,8,2,118.18
2021,M Prasidh Krishna,Kolkata Knight Riders,1,0,0,0,0.0
2021,C Sakariya,Rajasthan Royals,24,16,2,0,66.67
2021,S Gopal,Rajasthan Royals,5,7,0,1,140.0
2021,KM Jadhav,Sunrisers Hyderabad,52,55,2,2,105.77
2021,LS Livingstone,Rajasthan Royals,41,42,3,1,102.44
2022,Anuj Rawat,Royal Challengers Bangalore,118,129,10,7,109.32
2022,PBB Rajapaksa,Punjab Kings,128,205,16,13,160.16
2022,RA Bawa,Punjab Kings,14,11,1,0,78.57
2022,DJ Hooda,Lucknow Super Giants,329,451,36,18,137.08
2022,SV Samson,Rajasthan Royals,311,458,43,26,147.27
2022,R Shepherd,Sunrisers Hyderabad,40,58,2,5,145.0
2022,HV Patel,Royal Challengers Bangalore,39,43,4,2,110.26
2022,Harpreet Brar,Punjab Kings,25,22,1,2,88.0
2022,R Ashwin,Rajasthan Royals,134,190,14,9,141.79
2022,PJ Cummins,Kolkata Knight Riders,23,61,5,6,265.22
2022,N Jagadeesan,Chennai Super Kings,37,40,3,1,108.11
2023,KV Sharma,Royal Challengers Bangalore,5,3,0,0,60.0
2023,N Jagadeesan,Kolkata Knight Riders,81,89,14,1,109.88
2023,RD Chahar,Punjab Kings,9,0,0,0,0.0
2023,JD Unadkat,Lucknow Super Giants,7,9,1,0,128.57
2023,K Rabada,Punjab Kings,2,0,0,0,0.0
2023,JJ Roy,Kolkata Knight Riders,187,285,36,12,152.41
2023,Mohsin Khan,Lucknow Super Giants,7,0,0,0,0.0
2024,A Badoni,Lucknow Super Giants,171,235,22,5,137.43
2024,P Simran Singh,Punjab Kings,212,328,34,19,154.72
2024,Washington Sundar,Sunrisers Hyderabad,1,0,0,0,0.0
2024,V Shankar,Gujarat Titans,72,83,7,2,115.28
2024,Mayank Dagar,Royal Challengers Bengaluru,1,0,0,0,0.0
2024,AD Russell,Kolkata Knight Riders,116,214,18,16,184.48
2024,KS Williamson,Gujarat Titans,27,27,4,0,100.0
2024,Rahmanullah Gurbaz,Kolkata Knight Riders,46,62,7,4,134.78
2025,LS Livingstone,Royal Challengers Bengaluru,84,112,4,9,133.33
2025,RA Tripathi,Chennai Super Kings,57,55,6,1,96.49
2025,DJ Hooda,Chennai Super Kings,40,25,2,0,62.5
2025,Sameer Rizvi,Delhi Capitals,79,121,11,7,153.16
2025,T Stubbs,Delhi Capitals,200,306,25,12,153.0
2025,Shashank Singh,Punjab Kings,228,350,23,18,153.51
2025,SE Rutherford,Gujarat Titans,184,290,22,18,157.61
2024,Noor Ahmad,Gujarat Titans,9,5,1,0,55.56
2024,Arshad Khan,Lucknow Super Giants,50,78,5,5,156.0
2024,MM Sharma,Gujarat Titans,15,2,0,0,13.33
2025,R Ashwin,Chennai Super Kings,29,33,3,1,113.79
2025,PWA Mulder,Sunrisers Hyderabad,11,9,1,0,81.82
2025,Arshdeep Singh,Punjab Kings,6,2,0,0,33.33
2025,C Bosch,Mumbai Indians,32,47,3,3,146.88
2025,KS Rathore,Rajasthan Royals,5,0,0,0,0.0
2025,G Coetzee,Gujarat Titans,10,16,2,1,160.0
2025,Atharva Taide,Sunrisers Hyderabad,9,13,3,0,144.44
2007/08,Z Khan,Royal Challengers Bangalore,42,33,4,0,78.57
2007/08,S Chanderpaul,Royal Challengers Bangalore,31,25,4,0,80.65
2007/08,LR Shukla,Kolkata Knight Riders,122,163,17,5,133.61
2007/08,M Ntini,Chennai Super Kings,18,11,2,0,61.11
2007/08,J Arunkumar,Royal Challengers Bangalore,23,23,5,0,100.0
2007/08,U Kaul,Kings XI Punjab,1,0,0,0,0.0
2009,AM Nayar,Mumbai Indians,151,191,14,7,126.49
2009,JD Ryder,Royal Challengers Bangalore,48,56,9,0,116.67
2009,R Dravid,Royal Challengers Bangalore,234,271,28,3,115.81
2009,GC Smith,Rajasthan Royals,213,208,26,1,97.65
2009,MM Patel,Rajasthan Royals,26,33,5,0,126.92
2009,BJ Hodge,Kolkata Knight Riders,309,365,34,9,118.12
2009,I Sharma,Kolkata Knight Riders,13,16,1,1,123.08
2009,AB de Villiers,Delhi Daredevils,354,459,39,11,129.66
2009,M Muralitharan,Chennai Super Kings,8,8,1,0,100.0
2009,Pankaj Singh,Royal Challengers Bangalore,2,1,0,0,50.0
2009,SK Trivedi,Rajasthan Royals,17,9,0,0,52.94
2009,SM Katich,Kings XI Punjab,117,145,15,6,123.93
2009,DJ Hussey,Kolkata Knight Riders,57,93,6,6,163.16
2009,C Nanda,Mumbai Indians,1,0,0,0,0.0
2009,A Nehra,Delhi Daredevils,1,1,0,0,100.0
2009/10,CA Pujara,Kolkata Knight Riders,115,122,14,3,106.09
2009/10,Yuvraj Singh,Kings XI Punjab,200,258,21,14,129.0
2009/10,MF Maharoof,Delhi Daredevils,23,31,2,2,134.78
2009/10,S Badrinath,Chennai Super Kings,301,355,41,5,117.94
2009/10,VS Malik,Kings XI Punjab,5,6,1,0,120.0
2009/10,AN Ahmed,Mumbai Indians,7,4,0,0,57.14
2009/10,AM Nayar,Mumbai Indians,51,58,4,2,113.73
2011,S Anirudha,Chennai Super Kings,74,83,6,3,112.16
2011,MS Dhoni,Chennai Super Kings,245,391,25,23,159.59
2011,MS Wade,Delhi Daredevils,33,22,0,0,66.67
2011,SP Goswami,Kolkata Knight Riders,29,29,5,0,100.0
2011,TL Suman,Mumbai Indians,51,65,5,5,127.45
2011,VR Aaron,Delhi Daredevils,5,0,0,0,0.0
2011,WP Saha,Chennai Super Kings,63,68,2,4,107.94
2011,Y Gnaneswara Rao,Kochi Tuskers Kerala,17,19,3,0,111.76
2011,BA Bhatt,Kings XI Punjab,5,0,0,0,0.0
2012,F du Plessis,Chennai Super Kings,303,397,29,17,131.02
2012,MS Dhoni,Chennai Super Kings,275,355,26,9,129.09
2012,RG Sharma,Mumbai Indians,341,432,39,18,126.69
2012,Iqbal Abdulla,Kolkata Knight Riders,3,2,0,0,66.67
2012,IK Pathan,Delhi Daredevils,126,176,14,6,139.68
2012,MN Samuels,Pune Warriors,123,124,7,5,100.81
2012,B Kumar,Pune Warriors,40,40,4,0,100.0
2012,M Kartik,Pune Warriors,21,26,1,1,123.81
2012,Z Khan,Royal Challengers Bangalore,17,12,1,0,70.59
2012,SK Trivedi,Rajasthan Royals,6,5,0,0,83.33
2012,RJ Harris,Kings XI Punjab,11,18,1,1,163.64
2012,S Nadeem,Delhi Daredevils,2,0,0,0,0.0
2012,AG Murtaza,Pune Warriors,5,3,0,0,60.0
2013,TM Dilshan,Royal Challengers Bangalore,92,75,12,0,81.52
2013,Harbhajan Singh,Mumbai Indians,79,116,12,5,146.84
2013,KA Pollard,Mumbai Indians,278,414,27,28,148.92
2013,MS Dhoni,Chennai Super Kings,280,458,32,25,163.57
2013,DB Das,Kolkata Knight Riders,74,75,5,5,101.35
2013,R Dhawan,Mumbai Indians,21,21,3,0,100.0
2013,LA Pomersbach,Kings XI Punjab,59,58,5,1,98.31
2013,KW Richardson,Pune Warriors,36,34,2,1,94.44
2013,S Narwal,Kolkata Knight Riders,15,23,4,0,153.33
2013,Parvez Rasool,Pune Warriors,9,5,0,0,55.56
2013,S Kaul,Delhi Daredevils,9,7,0,0,77.78
2014,AT Rayudu,Mumbai Indians,286,360,31,8,125.87
2014,CJ Anderson,Mumbai Indians,181,265,21,15,146.41
2014,SR Watson,Rajasthan Royals,198,245,20,14,123.74
2014,SPD Smith,Rajasthan Royals,112,146,13,3,130.36
2014,R Vinay Kumar,Kolkata Knight Riders,6,4,0,0,66.67
2014,Sandeep Sharma,Kings XI Punjab,5,2,0,0,40.0
2014,M de Lange,Mumbai Indians,2,1,0,0,50.0
2015,NM Coulter-Nile,Delhi Daredevils,18,20,2,1,111.11
2015,KS Williamson,Sunrisers Hyderabad,27,31,1,1,114.81
2015,KD Karthik,Royal Challengers Bangalore,117,141,15,4,120.51
2015,AD Mathews,Delhi Daredevils,103,143,12,6,138.83
2015,R Dhawan,Kings XI Punjab,33,36,2,2,109.09
2015,YS Chahal,Royal Challengers Bangalore,1,1,0,0,100.0
2015,PA Patel,Mumbai Indians,246,339,47,5,137.8
2015,SL Malinga,Mumbai Indians,10,6,1,0,60.0
2015,M Morkel,Kolkata Knight Riders,3,4,0,0,133.33
2015,S Aravind,Royal Challengers Bangalore,1,0,0,0,0.0
2023,MS Dhoni,Chennai Super Kings,54,102,3,10,188.89
2023,Mandeep Singh,Kolkata Knight Riders,16,14,0,1,87.5
2023,PP Shaw,Delhi Capitals,84,105,16,1,125.0
2023,R Powell,Delhi Capitals,9,7,1,0,77.78
2023,Washington Sundar,Sunrisers Hyderabad,60,60,6,0,100.0
2016,BB McCullum,Gujarat Lions,262,354,38,16,135.11
2016,DJ Bravo,Gujarat Lions,82,99,11,1,120.73
2016,RR Pant,Delhi Daredevils,152,198,19,6,130.26
2016,BB Sran,Sunrisers Hyderabad,3,3,0,0,100.0
2017,DJ Hooda,Sunrisers Hyderabad,52,78,5,4,150.0
2017,Sachin Baby,Royal Challengers Bangalore,15,15,2,0,100.0
2017,TS Mills,Royal Challengers Bangalore,11,8,0,1,72.73
2017,JC Buttler,Mumbai Indians,179,273,27,15,152.51
2017,JJ Roy,Gujarat Lions,40,59,9,1,147.5
2017,MK Tiwary,Rising Pune Supergiant,235,320,30,11,136.17
2017,WP Saha,Kings XI Punjab,186,230,19,8,123.66
2017,Imran Tahir,Rising Pune Supergiant,2,0,0,0,0.0
2017,SN Thakur,Rising Pune Supergiant,3,0,0,0,0.0
2017,C de Grandhomme,Kolkata Knight Riders,92,126,10,6,136.96
2017,Washington Sundar,Rising Pune Supergiant,12,9,0,0,75.0
2018,RA Jadeja,Chennai Super Kings,74,89,3,4,120.27
2018,R Tewatia,Delhi Daredevils,43,50,5,1,116.28
2018,KK Nair,Kings XI Punjab,221,301,23,13,136.2
2018,DA Miller,Kings XI Punjab,63,74,3,2,117.46
2018,SW Billings,Chennai Super Kings,78,108,8,5,138.46
2018,AS Rajpoot,Kings XI Punjab,18,11,1,0,61.11
2019,PA Patel,Royal Challengers Bangalore,265,372,48,10,140.38
2019,S Dube,Royal Challengers Bangalore,33,40,1,3,121.21
2019,DA Warner,Sunrisers Hyderabad,481,692,57,21,143.87
2019,HV Patel,Delhi Capitals,2,0,0,0,0.0
2019,MJ Santner,Chennai Super Kings,22,31,0,3,140.91
2019,P Simran Singh,Kings XI Punjab,17,16,1,1,94.12
2020/21,JR Philippe,Royal Challengers Bangalore,77,78,9,1,101.3
2020/21,MR Marsh,Sunrisers Hyderabad,1,0,0,0,0.0
2020/21,RV Uthappa,Rajasthan Royals,164,196,19,7,119.51
2020/21,KM Jadhav,Chennai Super Kings,65,61,7,0,93.85
2020/21,Ishan Kishan,Mumbai Indians,353,515,36,30,145.89
2020/21,Mandeep Singh,Kings XI Punjab,109,130,10,4,119.27
2020/21,JO Holder,Sunrisers Hyderabad,53,66,5,3,124.53
2021,TA Boult,Mumbai Indians,4,1,0,0,25.0
2021,Sandeep Sharma,Sunrisers Hyderabad,7,8,1,0,114.29
2021,AF Milne,Mumbai Indians,17,16,0,1,94.12
2022,N Rana,Kolkata Knight Riders,249,355,29,21,142.57
2022,LS Livingstone,Punjab Kings,238,436,29,34,183.19
2022,E Lewis,Lucknow Super Giants,56,73,8,3,130.36
2022,A Badoni,Lucknow Super Giants,130,161,11,7,123.85
2022,V Shankar,Gujarat Titans,35,19,1,0,54.29
2022,TG Southee,Kolkata Knight Riders,12,2,0,0,16.67
2022,CV Varun,Kolkata Knight Riders,18,12,2,0,66.67
2022,Arshdeep Singh,Punjab Kings,29,21,3,0,72.41
2022,KK Ahmed,Delhi Capitals,2,0,0,0,0.0
2022,SA Yadav,Mumbai Indians,206,301,23,16,146.12
2022,DA Warner,Delhi Capitals,285,432,52,15,151.58
2022,JD Unadkat,Mumbai Indians,37,59,4,3,159.46
2022,Harshit Rana,Kolkata Knight Riders,2,2,0,0,100.0
2022,KS Sharma,Lucknow Super Giants,4,4,1,0,100.0
2022,PN Mankad,Punjab Kings,1,4,1,0,400.0
2023,DA Miller,Gujarat Titans,178,259,18,13,145.51
2023,Harpreet Brar,Punjab Kings,41,52,5,2,126.83
2023,Mohit Rathee,Punjab Kings,2,1,0,0,50.0
2023,R Dhawan,Punjab Kings,12,20,1,1,166.67
2024,GJ Maxwell,Royal Challengers Bengaluru,43,52,6,2,120.93
2024,KL Rahul,Lucknow Super Giants,380,514,45,18,135.26
2024,TM Head,Sunrisers Hyderabad,294,563,63,32,191.5
2024,DA Miller,Gujarat Titans,139,210,20,8,151.08
2024,I Sharma,Delhi Capitals,7,1,0,0,14.29
2025,AM Rahane,Kolkata Knight Riders,264,390,36,20,147.73
2025,A Manohar,Sunrisers Hyderabad,61,61,2,4,100.0
2025,TA Boult,Mumbai Indians,3,2,0,0,66.67
2025,AK Markram,Lucknow Super Giants,298,439,38,21,147.32
2025,RR Pant,Lucknow Super Giants,202,269,23,16,133.17
2025,Kuldeep Yadav,Delhi Capitals,16,18,2,0,112.5
2024,Ashutosh Sharma,Punjab Kings,110,183,10,14,166.36
2024,Vijaykumar Vyshak,Royal Challengers Bengaluru,3,1,0,0,33.33
2024,LB Williams,Delhi Capitals,2,1,0,0,50.0
2024,Avesh Khan,Rajasthan Royals,5,10,1,0,200.0
2025,Yash Dayal,Royal Challengers Bengaluru,8,4,0,0,50.0
2025,Akash Madhwal,Rajasthan Royals,9,4,0,0,44.44
2025,R Shepherd,Royal Challengers Bengaluru,23,64,5,6,278.26
2025,RA Bawa,Mumbai Indians,4,8,0,0,200.0
2007/08,MV Boucher,Royal Challengers Bangalore,177,225,24,6,127.12
2007/08,AA Noffke,Royal Challengers Bangalore,10,9,1,0,90.0
2007/08,SB Joshi,Royal Challengers Bangalore,14,6,0,0,42.86
2007/08,Mohammad Asif,Delhi Daredevils,6,3,0,0,50.0
2007/08,A Kumble,Royal Challengers Bangalore,17,13,1,0,76.47
2007/08,L Balaji,Chennai Super Kings,4,0,0,0,0.0
2009,PA Patel,Chennai Super Kings,126,142,19,2,112.7
2009,A Flintoff,Chennai Super Kings,53,62,5,2,116.98
2009,TM Dilshan,Delhi Daredevils,339,414,41,13,122.12
2009,RJ Quiney,Rajasthan Royals,102,103,12,3,100.98
2009,Yashpal Singh,Kolkata Knight Riders,65,47,5,0,72.31
2009,DA Warner,Delhi Daredevils,132,163,16,5,123.48
2009,GJ Bailey,Chennai Super Kings,39,45,7,0,115.38
2009/10,Harbhajan Singh,Mumbai Indians,60,97,10,5,161.67
2009/10,S Tyagi,Chennai Super Kings,4,3,0,0,75.0
2009/10,SK Trivedi,Rajasthan Royals,14,20,3,1,142.86
2009/10,J Theron,Kings XI Punjab,5,2,0,0,40.0
2009/10,MV Boucher,Royal Challengers Bangalore,10,13,0,1,130.0
2009/10,A Kumble,Royal Challengers Bangalore,11,6,0,0,54.55
2009/10,S Anirudha,Chennai Super Kings,18,30,2,2,166.67
2011,KC Sangakkara,Deccan Chargers,291,358,44,5,123.02
2011,TM Dilshan,Royal Challengers Bangalore,180,226,33,3,125.56
2011,RG Sharma,Mumbai Indians,297,372,32,13,125.25
2011,M Manhas,Pune Warriors,123,114,8,4,92.68
2011,CL White,Deccan Chargers,109,104,6,2,95.41
2011,L Ablish,Kings XI Punjab,2,0,0,0,0.0
2011,CA Ingram,Delhi Daredevils,25,21,2,0,84.0
2012,JA Morkel,Chennai Super Kings,68,107,5,6,157.35
2012,BB McCullum,Kolkata Knight Riders,283,289,37,3,102.12
2012,CJ Ferguson,Pune Warriors,63,50,3,0,79.37
2012,Harbhajan Singh,Mumbai Indians,80,108,14,3,135.0
2012,SL Malinga,Mumbai Indians,53,55,4,3,103.77
2012,AL Menaria,Rajasthan Royals,200,214,14,7,107.0
2012,OA Shah,Rajasthan Royals,255,339,24,16,132.94
2012,PP Chawla,Kings XI Punjab,88,106,9,4,120.45
2012,Y Nagar,Delhi Daredevils,133,153,13,3,115.04
2012,A Mishra,Deccan Chargers,20,16,1,0,80.0
2012,CH Gayle,Royal Challengers Bangalore,451,720,46,57,159.65
2012,AA Jhunjhunwala,Deccan Chargers,26,24,1,1,92.31
2012,P Negi,Delhi Daredevils,29,36,4,1,124.14
2012,DA Warner,Delhi Daredevils,155,252,27,14,162.58
2012,UT Yadav,Delhi Daredevils,7,2,0,0,28.57
2013,AM Nayar,Pune Warriors,73,66,5,0,90.41
2013,Mohammed Shami,Kolkata Knight Riders,10,5,0,0,50.0
2013,P Kumar,Kings XI Punjab,38,45,3,3,118.42
2013,BJ Rohrer,Delhi Daredevils,141,193,21,5,136.88
2013,S Dhawan,Sunrisers Hyderabad,253,311,37,5,122.92
2013,BAW Mendis,Pune Warriors,4,2,0,0,50.0
2013,M Rawat,Pune Warriors,11,5,0,0,45.45
2013,P Dogra,Kolkata Knight Riders,8,5,0,0,62.5
2014,RV Uthappa,Kolkata Knight Riders,478,659,74,18,137.87
2014,AP Tare,Mumbai Indians,97,126,16,3,129.9
2014,AR Patel,Kings XI Punjab,60,62,6,1,103.33
2014,DA Miller,Kings XI Punjab,299,446,34,21,149.16
2014,KV Sharma,Sunrisers Hyderabad,29,42,1,3,144.83
2014,JJ Bumrah,Mumbai Indians,3,1,0,0,33.33
2014,R Ashwin,Chennai Super Kings,45,45,4,0,100.0
2014,JA Morkel,Royal Challengers Bangalore,41,45,1,3,109.76
2014,S Rana,Royal Challengers Bangalore,64,71,7,1,110.94
2014,L Balaji,Kings XI Punjab,3,1,0,0,33.33
2014,NV Ojha,Sunrisers Hyderabad,160,226,14,16,141.25
2014,LR Shukla,Delhi Daredevils,38,31,2,1,81.58
2014,DJ Hussey,Chennai Super Kings,94,116,8,6,123.4
2015,STR Binny,Rajasthan Royals,65,73,7,1,112.31
2015,GJ Maxwell,Kings XI Punjab,113,146,13,8,129.2
2015,GJ Bailey,Kings XI Punjab,190,259,22,7,136.32
2015,DA Warner,Sunrisers Hyderabad,356,554,65,20,155.62
2015,NV Ojha,Sunrisers Hyderabad,120,137,12,4,114.17
2015,Mandeep Singh,Royal Challengers Bangalore,100,157,17,6,157.0
2015,HV Patel,Royal Challengers Bangalore,12,19,0,2,158.33
2015,A Ashish Reddy,Sunrisers Hyderabad,46,73,3,5,158.7
2015,LMP Simmons,Mumbai Indians,438,540,56,21,123.29
2015,RN ten Doeschate,Kolkata Knight Riders,45,61,4,3,135.56
2015,PP Chawla,Kolkata Knight Riders,47,54,5,2,114.89
2015,A Nehra,Chennai Super Kings,7,1,0,0,14.29
2015,GB Hogg,Kolkata Knight Riders,6,7,0,0,116.67
2016,RG Sharma,Mumbai Indians,366,487,49,17,133.06
2016,MA Agarwal,Delhi Daredevils,25,27,3,1,108.0
2023,AR Patel,Delhi Capitals,201,275,21,14,136.82
2016,M Vijay,Kings XI Punjab,364,453,50,10,124.45
2016,AR Patel,Kings XI Punjab,77,111,4,8,144.16
2016,V Kohli,Royal Challengers Bangalore,637,966,84,37,151.65
2016,AB de Villiers,Royal Challengers Bangalore,405,682,56,37,168.4
2016,YK Pathan,Kolkata Knight Riders,248,361,33,13,145.56
2016,MS Dhoni,Rising Pune Supergiants,210,284,18,14,135.24
2016,NLTC Perera,Rising Pune Supergiants,92,149,7,11,161.96
2016,CA Lynn,Kolkata Knight Riders,22,25,0,1,113.64
2016,ER Dwivedi,Gujarat Lions,14,24,2,2,171.43
2017,MC Henriques,Sunrisers Hyderabad,203,277,28,4,136.45
2017,SR Watson,Royal Challengers Bangalore,78,71,6,1,91.03
2017,KA Pollard,Mumbai Indians,279,395,27,23,141.58
2017,SP Narine,Kolkata Knight Riders,130,224,34,10,172.31
2017,MP Stoinis,Kings XI Punjab,24,17,1,0,70.83
2017,V Kohli,Royal Challengers Bangalore,252,308,23,11,122.22
2017,Ishan Kishan,Gujarat Lions,205,277,29,13,135.12
2017,SL Malinga,Mumbai Indians,3,7,0,1,233.33
2017,IR Jaggi,Kolkata Knight Riders,39,33,3,0,84.62
2017,PP Chawla,Kolkata Knight Riders,6,2,0,0,33.33
2018,RG Sharma,Mumbai Indians,214,285,25,12,133.18
2018,Q de Kock,Royal Challengers Bangalore,162,201,20,8,124.07
2018,K Gowtham,Rajasthan Royals,64,126,9,9,196.88
2018,DS Kulkarni,Rajasthan Royals,7,6,0,0,85.71
2018,S Dhawan,Sunrisers Hyderabad,362,496,59,14,137.02
2018,B Stanlake,Sunrisers Hyderabad,2,5,1,0,250.0
2018,Shivam Mavi,Kolkata Knight Riders,15,13,1,0,86.67
2018,MG Johnson,Kolkata Knight Riders,10,15,2,0,150.0
2018,TA Boult,Delhi Daredevils,2,0,0,0,0.0
2018,C de Grandhomme,Royal Challengers Bangalore,83,125,4,9,150.6
2018,AD Hales,Sunrisers Hyderabad,117,147,13,6,125.64
2018,P Chopra,Rajasthan Royals,6,8,2,0,133.33
2019,MK Pandey,Sunrisers Hyderabad,264,345,34,6,130.68
2019,CA Lynn,Kolkata Knight Riders,288,395,40,21,137.15
2019,N Pooran,Kings XI Punjab,107,168,10,14,157.01
2019,P Ray Barman,Royal Challengers Bangalore,24,19,2,0,79.17
2019,KC Cariappa,Kolkata Knight Riders,3,9,0,1,300.0
2019,Shakib Al Hasan,Sunrisers Hyderabad,10,9,0,0,90.0
2019,Washington Sundar,Royal Challengers Bangalore,3,1,0,0,33.33
2019,Basil Thampi,Sunrisers Hyderabad,1,1,0,0,100.0
2020/21,M Vijay,Chennai Super Kings,43,32,4,0,74.42
2020/21,RA Jadeja,Chennai Super Kings,134,230,22,11,171.64
2020/21,JM Bairstow,Sunrisers Hyderabad,272,345,31,13,126.84
2020/21,Rashid Khan,Sunrisers Hyderabad,29,35,3,2,120.69
2020/21,JC Buttler,Rajasthan Royals,227,328,27,16,144.49
2020/21,AT Carey,Delhi Capitals,29,32,0,1,110.34
2020/21,TU Deshpande,Delhi Capitals,12,21,2,1,175.0
2021,CA Lynn,Mumbai Indians,35,49,4,3,140.0
2021,HH Pandya,Mumbai Indians,111,126,11,5,113.51
2021,KA Pollard,Mumbai Indians,164,243,16,16,148.17
2021,AT Rayudu,Chennai Super Kings,167,244,16,15,146.11
2021,EJG Morgan,Kolkata Knight Riders,139,133,8,6,95.68
2021,MA Agarwal,Punjab Kings,309,431,40,18,139.48
2021,M Shahrukh Khan,Punjab Kings,114,153,9,10,134.21
2021,JC Buttler,Rajasthan Royals,164,242,27,11,147.56
2021,DA Miller,Rajasthan Royals,113,124,11,3,109.73
2021,M Ashwin,Punjab Kings,24,15,1,0,62.5
2021,Mujeeb Ur Rahman,Sunrisers Hyderabad,1,1,0,0,100.0
2021,Mustafizur Rahman,Rajasthan Royals,14,8,0,1,57.14
2021,SO Hetmyer,Delhi Capitals,142,242,19,12,170.42
2021,YBK Jaiswal,Rajasthan Royals,168,249,32,10,148.21
2021,T Shamsi,Rajasthan Royals,4,2,0,0,50.0
2022,RD Gaikwad,Chennai Super Kings,289,367,33,14,126.99
2022,DR Sams,Mumbai Indians,36,38,1,3,105.56
2022,RR Pant,Delhi Capitals,222,338,35,16,152.25
2022,MK Pandey,Lucknow Super Giants,80,88,9,2,110.0
2022,KH Pandya,Lucknow Super Giants,145,183,16,4,126.21
2022,Washington Sundar,Sunrisers Hyderabad,69,101,9,3,146.38
2022,JJ Bumrah,Mumbai Indians,8,0,0,0,0.0
2022,B Sai Sudharsan,Gujarat Titans,113,141,13,3,124.78
2022,Ramandeep Singh,Mumbai Indians,39,45,3,1,115.38
2022,R Dhawan,Punjab Kings,40,37,4,2,92.5
2022,RV Patel,Delhi Capitals,3,6,0,1,200.0
2023,MK Pandey,Delhi Capitals,145,159,15,3,109.66
2023,H Klaasen,Sunrisers Hyderabad,251,445,32,25,177.29
2023,LS Livingstone,Punjab Kings,166,264,18,18,159.04
2023,Noor Ahmad,Gujarat Titans,9,8,1,0,88.89
2023,P Dubey,Delhi Capitals,20,16,2,0,80.0
2023,Vivrant Sharma,Sunrisers Hyderabad,47,69,9,2,146.81
2024,DA Warner,Delhi Capitals,124,168,17,10,135.48
2024,V Kohli,Royal Challengers Bengaluru,479,741,62,38,154.7
2024,D Padikkal,Lucknow Super Giants,52,37,3,0,71.15
2024,PJ Cummins,Sunrisers Hyderabad,94,133,9,8,141.49
